pic_name,mean_s,asm_s,con_s,eng_s,idm_s,Auto_correlation_s,std_s
36.png,0.04346871376037598,0.09773153811693192,0.26727294921875,2.923079057692829,0.93758544921875,131.84564208984375,15.146696017080593
37.png,0.035733938217163086,0.09537500888109207,0.52777099609375,2.9322715518420748,0.9292662482663319,90.5992431640625,12.494811707758496
38.png,0.03207588195800781,0.07425561547279358,1.1893310546875,3.516186869656401,0.7345221485401495,95.8123779296875,14.546438204379148
39.png,0.03851485252380371,0.06796029955148697,0.29534912109375,3.1062666306608318,0.9040074965533088,109.97662353515625,11.692968455429293
4.png,0.04267406463623047,0.10770373046398163,0.4664306640625,2.868775107481765,0.9177971812693847,125.97723388671875,15.530432329233527
40.png,0.033838748931884766,0.061093106865882874,0.41351318359375,3.277019713988431,0.8943090579963714,87.6212158203125,8.792537009841412
41.png,0.029947996139526367,0.03740271180868149,0.5718994140625,3.662320399138809,0.8194709329044118,72.6435546875,6.525310536075723
42.png,0.039466142654418945,0.0987543910741806,0.37841796875,3.045612286025714,0.9009650735294118,112.75933837890625,14.54636273408857
43.png,0.03121209144592285,0.055740758776664734,0.66351318359375,3.468834118163457,0.8705616371926402,78.22711181640625,8.79386754617882
44.png,0.04299330711364746,0.0823996514081955,0.2882080078125,2.9505672563426124,0.898126220703125,129.38018798828125,14.002282984902823
45.png,0.04574084281921387,0.10176647454500198,0.37054443359375,2.9536680291243465,0.9112595778245192,144.466796875,16.583224487398212
46.png,0.03512763977050781,0.0863613709807396,0.34002685546875,3.024178808701004,0.9188904286305625,88.78277587890625,11.451410081552513
47.png,0.045944929122924805,0.08468059450387955,0.556396484375,3.088726551209222,0.8560910047988548,146.32061767578125,15.49505947541075
48.png,0.044167518615722656,0.101249098777771,0.23065185546875,2.797532846823885,0.9315612792968749,135.1689453125,15.513376453107725
49.png,0.039029598236083984,0.1186203733086586,0.8035888671875,3.1939083860925557,0.8614432684903155,123.70611572265625,19.46920625031457
5.png,0.04051923751831055,0.0704960823059082,1.5279541015625,3.30146756183551,0.8908242921050729,121.93731689453125,12.790220012128966
50.png,0.03382110595703125,0.08373655378818512,0.90045166015625,3.306457798238944,0.8386468660369311,95.05657958984375,14.300734093867193
6.png,0.033132076263427734,0.0803532674908638,1.07452392578125,3.233252897337109,0.8653740045081671,86.748779296875,10.792757446707261
7.png,0.05058646202087402,0.3500819280743599,1.00341796875,1.9439592456198154,0.9160513853093835,181.4451904296875,35.030495743463156
8.png,0.04405069351196289,0.17621920257806778,0.8133544921875,2.541288051916859,0.9120224400973194,148.7808837890625,23.092978078958502
9.png,0.04460573196411133,0.19379133731126785,1.14263916015625,2.2219796947951305,0.947222900390625,133.4154052734375,20.972753355996314
